title,creator,publisher,date,date is approximate?,description,subject,keywords,relation,contributing institution,publisher digital,source,listing code,resource identifier,format original,format,type,digitization specifications,rights,standardized rights,language,metadata cataloger,scanner technician,collection administrator,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Presented to Lionel Hampton,GlÃ¼cksburg-Wasserschioss,,1980,y,"Medal. 1' Silver medal depicting on the obverse a castle and the inscription 'GlÃ¼cksburg-Wasserschioss.' On the reverse, a shield and the inscription 'GlÃ¼cksburg Ostseeheilbad.' Inside hard blue plastic box","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 77",IJC001VI3,LH.VII.120,Medal,cpd,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236303,2014-04-18,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4546,4546,4543.cpd,/ijcs/image/4543.cpd,ijcs4546
Presented to Lionel Hampton,City of Newark,,1975,y,"Key to the City. 9 1/2' Metal cast key with the Seal of the City of Newark on the bow, the map of the city on the tooth, and the mayor's name on the stem. On the reverse, the key bears the inscription 'Gateway to the East,' with a flower motif on the tooth. It is inside a wood presentation box&lt;br&gt;Ceremonial key to the City of Newark presented to Lionel Hampton. Sharpe James, Mayor. Newark, NJ","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 84",IJC001VI3,LH.VII.172,Key,cpd,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236323,2014-04-18,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4549,4549,4546.cpd,/ijcs/image/4546.cpd,ijcs4549
Presented to Lionel Hampton,Republican Senatorial Inner Circle,,1986-07-14,,"Certificate. 8'x10' Certificate inside a 10'x12' blue folder. The cover of the folder has the seal and the name of the commission printed in gold &lt;br&gt;The Republican Senatorial Inner Circle confers the Senatorial Commission to Lionel Hampton for his support in maintaining the Republican Senate Majority. Strom Thurmond and John Heinz, Senators. July 14, 1986","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 82",IJC001VI3,LH.VII.152,Certificate,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238085,2014-04-18,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4552,4552,4549.cpd,/ijcs/image/4549.cpd,ijcs4552
Presented to Lionel Hampton,,,1989,,"Medal. 1 1/2' Medal depicting on the obverse a classical theme and the words: ""Non Scholae Sed Vitae."" On the reverse it bears the inscription 'Peabody Medal' across a book and rose motif encircled by dedication. On the edge it reads '1989-Bronze-Gold-Plated.' It is inside a presentation box&lt;br&gt;Special Citation presented to Lionel Hampton","Plaques and Awards;Hampton, Lionel--Archives",,,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 104",IJC001VI3,LH.VII.238,Medal,cpd,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236294,2014-04-18,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4555,4555,4552.cpd,/ijcs/image/4552.cpd,ijcs4555
Presented to Lionel Hampton,RÃ©publique FranÃ§aise,,1975,y,"Medal. Ordre des Arts et des Lettres. Commandeur. Medal on a green with four white stripes neck ribbon.  Eight-point, green-enameled asterisk, in gilt; the central disc has the letters â€œAâ€ and â€œLâ€ on a white enameled background, surrounded by a golden ring emblazoned with the phrase â€œRÃ©publique FranÃ§aise.â€ The reverse central disc features the head of Marianne on a golden background, surrounded by a golden ring bearing the words â€œOrdre des Arts et des Lettres.â€ The badge is topped by a gilt twisted ring. It is inside a dark blue presentation box. Inside of the cover of the box reads 'Monnaie de Paris'","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 77",IJC001VI3,LH.VII.121,Medal,cpd,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236299,2014-04-18,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4558,4558,4555.cpd,/ijcs/image/4555.cpd,ijcs4558
Presented to Lionel Hampton,Ville D'Aix,,1975,y,Medal. 2 3/8' Bronze medal bearing on the obverse the name 'Marcel Renard' on the right. On the reverse it reads 'La Ville D'Aix-Les-Bains'. Edge marked with Cornucopia Cup Mint Mark and the word 'Bronze'. It is inside a blue plastic box,"Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 77",IJC001VI3,LH.VII.117,Medal,cpd,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238059,2014-04-18,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4561,4561,4558.cpd,/ijcs/image/4558.cpd,ijcs4561
Presented to Lionel Hampton,San Remo,,1968-01-31,,"Plaque. 4 3/4'x6 1/4' Stone plaque with engraved silver plate bearing gold San Remo coat of arms. The silver plate is numbered and signed: 925/1000 G. Zoccai&lt;br&gt;To Lionel Hampton from the people of San Remo [Italy]. Jan. 31, 1968","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 01",IJC001VI3,LH.VII.001,Plaque,cpd,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238053,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4562,4562,4559.jpg,/ijcs/image/4559.jpg,ijcs4562
Presented to Lionel Hampton,National Council for Culture and Art,,1981-02-09,,"Plaque. 9 1/2'x6' Clear acrylic double plate plaque and 4 1/2'x10' white acrylic flat base&lt;br&gt;Monarch I presented to Lionel Hampton by the National Council for Culture and Art for his contribution to the arts and humanities, at the Avery Fisher Hall, Lincoln Center. Robert H. La Prince, President, Robert Pierpont, Chair. New York, NY, Feb. 9, 1981","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 002",IJC001VI3,LH.VII.002,Plaque,cpd,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237084,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4563,4563,4560.jpg,/ijcs/image/4560.jpg,ijcs4563
Presented to Lionel Hampton,Musicians Union of Singapore,,1966-12-27,,"Plaque. 7 1/2'x6 3/4' Shield wood finish plaque with silver engraved plate and easel on the back&lt;br&gt;To Lionel Hampton from the Musicians Union of Singapore. Dec. 27, 1966","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 3",IJC001VI3,LH.VII.003,Plaque,cpd,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236316,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4564,4564,4561.jpg,/ijcs/image/4561.jpg,ijcs4564
Presented to Lionel Hampton,Jefferson County Democratic Party,,1982-02-15,,"Plaque. 4 1/4'x6 1/8' Wood finish plaque with engraved plate&lt;br&gt;Birmingham welcomes Lionel Hampton. Jefferson County Democratic Party.  Birmingham, AL, Feb. 15, 1982","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 004",IJC001VI3,LH.VII.004,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238057,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4565,4565,4562.jpg,/ijcs/image/4562.jpg,ijcs4565
Presented to Lionel Hampton,Suffolk County,,1967-10-20,,"Plaque. 7'x5' Wood finish plaque with wreath and engraved plate&lt;br&gt;To Lionel Hampton from the locality mayors committee of Suffolk County. J. F. Goode, Mayor. [New York, NY], Oct. 20, 1967","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 005",IJC001VI3,LH.VII.005,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237060,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4566,4566,4563.jpg,/ijcs/image/4563.jpg,ijcs4566
Presented to Lionel Hampton,Pascack Valley H. S. Music Dept,,1980-03-24,,"Plaque. 7'x5' Wood finish plaque with musical theme and engraved plate&lt;br&gt;With sincere appreciation of his efforts on behalf of the Pascack Valley H. S. Music Dept. [New Jersey], Mar. 24, 1980","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 006",IJC001VI3,LH.VII.006,Plaque,cpd; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236295,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4567,4567,4564.jpg,/ijcs/image/4564.jpg,ijcs4567
